WAAREE ENERGIES LIMITED (XNSE:WAAREEENER)
Zomato Limited (XNSE:ZOMATO)
PIRAMAL PHARMA LIMITED (XNSE:PPLPHARMA)
MAHINDRA AND MAHINDRA LIMITED (XNSE:M&M)
RELIANCE INDUSTRIES LIMITED (XNSE:RELIANCE)
TATA MOTORS LIMITED (XNSE:TATAMOTORS)
Punjab National Bank (XNSE:PNB)
BSE Limited (XNSE:BSE)
VODAFONE IDEA LIMITED (XNSE:IDEA)
THE TATA POWER COMPANY LIMITED (XNSE:TATAPOWER)
CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED (XNSE:CDSL)
INDIAN RAILWAY FINANCE CORPORATION LIMITED (XNSE:IRFC)
HDFC BANK LIMITED (XNSE:HDFCBANK)
BHARAT ELECTRONICS LIMITED (XNSE:BEL)
JIO FINANCIAL SERVICES LIMITED (XNSE:JIOFIN)
COAL INDIA LTD (XNSE:COALINDIA)
PREMIER ENERGIES LIMITED (XNSE:PREMIERENE)
State Bank of India (XNSE:SBIN)
ICICI BANK LIMITED (XNSE:ICICIBANK)
MOTILAL OSWAL FINANCIAL SERVICES LIMITED (XNSE:MOTILALOFS)
DIXON TECHNOLOGIES (INDIA) LIMITED (XNSE:DIXON)
TEJAS NETWORKS LIMITED (XNSE:TEJASNET)
PCBL CHEMICAL LIMITED (XNSE:PCBL)
BAJAJ HOUSING FINANCE LIMITED (XNSE:BAJAJHFL)
ONE 97 COMMUNICATIONS LIMITED (XNSE:PAYTM)
IDFC FIRST BANK LIMITED (XNSE:IDFCFIRSTB)
SUZLON ENERGY LIMITED (XNSE:SUZLON)
AMBER ENTERPRISES INDIA LIMITED (XNSE:AMBER)
Nippon India Silver ETF (XNSE:SILVERBEES)
Mazagon Dock Shipbuilders Ltd (XNSE:MAZDOCK)
ADANI ENTERPRISES LIMITED (XNSE:ADANIENT)
NTPC LIMITED (XNSE:NTPC)
PRUDENT CORPORATE ADVISORY SERVICES LIMITED (XNSE:PRUDENT)
ANGEL ONE LIMITED (XNSE:ANGELONE)
NCC LIMITED (XNSE:NCC)
CIPLA LIMITED (XNSE:CIPLA)
RBL BANK LIMITED (XNSE:RBLBANK)
BRIGADE ENTERPRISES LIMITED (XNSE:BRIGADE)
BHARAT HEAVY ELECTRICALS LIMITED (XNSE:BHEL)
OIL AND NATURAL GAS CORPORATION LIMITED (XNSE:ONGC)
63 MOONS TECHNOLOGIES LIMITED (XNSE:63MOONS)
LARSEN AND TOUBRO LIMITED (XNSE:LT)
TATA STEEL LIMITED (XNSE:TATASTEEL)
NipponETFNifty 1D Rt Liq BeES (XNSE:LIQUIDBEES)
MARUTI SUZUKI INDIA LIMITED (XNSE:MARUTI)
HINDUSTAN AERONAUTICS LIMITED (XNSE:HAL)
ITC LIMITED (XNSE:ITC)
Nippon India ETF Gold BeES (XNSE:GOLDBEES)
DR.REDDY'S LABORATORIES LTD (XNSE:DRREDDY)
KALYAN JEWELLERS INDIA LIMITED (XNSE:KALYANKJIL)
ADITYA BIRLA CAPITAL LIMITED (XNSE:ABCAPITAL)
RAIL VIKAS NIGAM LIMITED (XNSE:RVNL)
INFOSYS LIMITED (XNSE:INFY)
OLA ELECTRIC MOBILITY LIMITED (XNSE:OLAELEC)
POLY MEDICURE LIMITED (XNSE:POLYMED)
Aditya Birla Fashion and Retail Limited (XNSE:ABFRL)
TATA CONSULTANCY SERVICES LIMITED (XNSE:TCS)
INDIAN OIL CORPORATION LIMITED (XNSE:IOC)
TITAN COMPANY LIMITED (XNSE:TITAN)
IIFL FINANCE LIMITED (XNSE:IIFL)
EXIDE INDUSTRIES LIMITED (XNSE:EXIDEIND)
TRENT LIMITED (XNSE:TRENT)
WIPRO LIMITED (XNSE:WIPRO)
Axis Bank Limited (XNSE:AXISBANK)
AARTI INDUSTRIES LTD (XNSE:AARTIIND)
BLS INTERNATIONAL SERVICES LIMITED (XNSE:BLS)
BAJAJ AUTO LIMITED. (XNSE:BAJAJ-AUTO)
GAIL (INDIA) LIMITED (XNSE:GAIL)
REC LIMITED (XNSE:RECLTD)
Nippon India ETF Nifty 50 BeES (XNSE:NIFTYBEES)
TITAGARH RAIL SYSTEMS LIMITED (XNSE:TITAGARH)
STEEL AUTHORITY OF INDIA LIMITED (XNSE:SAIL)
HFCL LIMITED (XNSE:HFCL)
NATIONAL ALUMINIUM CO LTD (XNSE:NATIONALUM)
MANAPPURAM FINANCE LIMITED (XNSE:MANAPPURAM)
INDUSIND BANK LTD. (XNSE:INDUSINDBK)
TATA TECHNOLOGIES LIMITED (XNSE:TATATECH)
Vedanta Limited (XNSE:VEDL)
Bharti Airtel Limited (XNSE:BHARTIARTL)
THE BANK OF BARODA LIMITED (XNSE:BANKBARODA)
KAYNES TECHNOLOGY INDIA LIMITED (XNSE:KAYNES)
THE CANARA BANK LIMITED (XNSE:CANBK)
HCL TECHNOLOGIES LIMITED (XNSE:HCLTECH)
MULTI COMMODITY EXCHANGE OF INDIA LIMITED (XNSE:MCX)
WOCKHARDT LIMITED (XNSE:WOCKPHARMA)
JYOTI STRUCTURES LIMITED (XNSE:JYOTISTRUC)
BANDHAN BANK LIMITED (XNSE:BANDHANBNK)
POWER FINANCE CORPORATION LIMITED (XNSE:PFC)
D C W LIMITED (XNSE:DCW)
NHPC Limited (XNSE:NHPC)
TECH MAHINDRA LIMITED (XNSE:TECHM)
NBCC (INDIA) LIMITED (XNSE:NBCC)
VARUN BEVERAGES LIMITED (XNSE:VBL)
EICHER MOTORS LIMITED (XNSE:EICHERMOT)
BASF INDIA LIMITED (XNSE:BASF)
L&T Finance Limited (XNSE:LTF)
JUBILANT PHARMOVA LIMITED (XNSE:JUBLPHARMA)
KIRLOSKAR BROTHERS LIMITED (XNSE:KIRLOSBROS)
KPIT TECHNOLOGIES LIMITED (XNSE:KPITTECH)
Websol Energy System Limited (XNSE:WEBELSOLAR)
RATTANINDIA ENTERPRISES LIMITED (XNSE:RTNINDIA)
YES BANK LIMITED (XNSE:YESBANK)
POONAWALLA FINCORP LIMITED (XNSE:POONAWALLA)
INOX WIND LIMITED (XNSE:INOXWIND)
COFORGE LIMITED (XNSE:COFORGE)
ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED (XNSE:ADANIPORTS)
FIVE-STAR BUSINESS FINANCE LIMITED (XNSE:FIVESTAR)
HINDUSTAN COPPER LTD (XNSE:HINDCOPPER)
JM FINANCIAL LIMITED (XNSE:JMFINANCIL)
INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED (XNSE:IREDA)
CG POWER AND INDUSTRIAL SOLUTIONS LIMITED (XNSE:CGPOWER)
TATA CHEMICALS LIMITED (XNSE:TATACHEM)
ASIAN PAINTS LIMITED (XNSE:ASIANPAINT)
HINDALCO INDUSTRIES LIMITED (XNSE:HINDALCO)
INTERGLOBE AVIATION LIMITED (XNSE:INDIGO)
HINDUSTAN ZINC LIMITED (XNSE:HINDZINC)
KOTAK MAHINDRA BANK LIMITED (XNSE:KOTAKBANK)
Anant Raj Limited (XNSE:ANANTRAJ)
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED (XNSE:MOTHERSON)
UPDATER SERVICES LIMITED (XNSE:UDS)
THE FEDERAL BANK LTD (XNSE:FEDERALBNK)
NARAYANA HRUDAYALAYA Limited (XNSE:NH)
SYRMA SGS TECHNOLOGY LIMITED (XNSE:SYRMA)
BAJAJ FINANCE LIMITED (XNSE:BAJFINANCE)
DIFFUSION ENGINEERS LIMITED (XNSE:DIFFNKG)
RELIANCE INFRASTRUCTURE LIMITED (XNSE:RELINFRA)
JSW INFRASTRUCTURE LIMITED (XNSE:JSWINFRA)
